Source IP,Destination IP,Source Port,Destination Port,Protocol,Packet Size (Bytes),datetime,date,hour
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:44:10.905386925,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:51:24.616246939,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:49:30.790662050,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:18.601579905,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:41:54.408641100,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:46:33.468395948,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:51:52.777299881,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:50:26.764041901,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:51:06.758133888,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:11.334706068,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:42:28.849895000,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:51:32.183115005,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:01.625422001,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:40:59.388995886,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:48:05.467319012,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:35.500477076,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:22.615629911,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:50:10.408524036,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:49:06.976782084,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:28.160832882,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:14.958174944,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:40:55.918272018,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:44:32.254354000,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:44:27.814755917,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:46:03.889426947,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:50:47.944389105,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:45:56.829298973,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:43:45.044312000,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:49:48.623390913,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:44:29.148767948,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:49:00.341325998,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:43:32.125663996,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:50.745157957,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:51:18.127985000,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:52:10.064287900,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:53:21.170639992,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:07.844221115,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:52:24.762126923,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:53:05.260529041,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:49:24.746208906,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:49.804275036,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:45:59.267383099,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:44:45.200370073,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:51:32.578480959,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:51:15.633486986,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:45:42.007667065,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:32.561789989,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:34.081891060,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:47.108156919,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:48:51.757889986,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:29.986735106,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:53.307738066,2011-08-18,13
8.20.213.40,147.32.84.59,80,-15128,TCP,54,2011-08-18 13:49:15.961575985,2011-08-18,13
96.63.245.54,147.32.84.59,-29866,19181,UDP,42,2011-08-18 13:49:16.345614910,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:49:44.190419912,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:52:05.071285009,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:08.694057941,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:43:00.768296957,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:50:14.866972923,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:35.598265886,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:48:49.821497917,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:42.478842974,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:51:12.790714979,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:46.480159044,2011-08-18,13
74.63.47.82,147.32.84.59,80,-15486,TCP,54,2011-08-18 13:51:38.561428070,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:49:28.392433882,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:46:59.861043930,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:48:56.462336063,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:52:17.740658045,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:49:05.650957108,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:57.506481886,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:41:23.309109926,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:34.423856020,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:52:04.167620897,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:38.713850021,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:43:43.999758959,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:39.504688978,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:50:09.426489115,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:52:51.810458899,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:51:46.350267887,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:49:08.086843967,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:51:55.124108076,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:30.491430998,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:48:56.162326097,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:29.428939104,2011-08-18,13
24.70.55.162,147.32.84.59,-27789,-22449,UDP,42,2011-08-18 13:43:44.803170919,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:41.880661011,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:49:53.450221062,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:07.468561888,2011-08-18,13
8.20.213.40,147.32.84.59,80,-15128,TCP,54,2011-08-18 13:49:20.240148067,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:47:56.402412891,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:43.222733021,2011-08-18,13
24.70.55.162,147.32.84.59,-27789,-22449,UDP,42,2011-08-18 13:46:36.955738068,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:48:04.989494085,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:50:32.863153934,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:36.411155939,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:52:33.924094915,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:52:10.707714081,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:28.428592920,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:49:30.153139114,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:49:40.540638924,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:40:36.319128990,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:40.559581041,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:23.501933097,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:47:00.763519049,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:47:00.296500921,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:46:35.568188906,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:51:11.872395992,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:49:08.690609932,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:45:59.667412996,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:23.494441032,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:41.903379917,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:28.742280006,2011-08-18,13
8.20.213.40,147.32.84.59,80,-15128,TCP,54,2011-08-18 13:49:20.982959986,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:16.378731012,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:47:00.029709101,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:50.555023909,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:50:20.928659916,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:15.585097075,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:44:42.761765957,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:45:37.114881992,2011-08-18,13
96.63.245.54,147.32.84.59,-29866,19181,UDP,42,2011-08-18 13:52:31.191080093,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:43:53.804708004,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:50:48.199892044,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:03.504693984,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:48:08.494415998,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:50:46.467046976,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:49:42.374198914,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:53:15.610814095,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:44.049359083,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:48:38.047595978,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:48.653951883,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:49:53.452253103,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:47:40.636485100,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:53:07.002100945,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:28.090390921,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:53:03.745316029,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:40:23.503978968,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:26.110738993,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:51:12.471308947,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:49:56.148268938,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:41:07.525340080,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:49:01.424626112,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:47:46.909987926,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:47:00.900654078,2011-08-18,13
96.63.245.54,147.32.84.59,-29866,19181,UDP,42,2011-08-18 13:50:07.498800993,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:45.444817066,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:41:33.143300056,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:51:30.484294891,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:48:43.613312960,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:56.162939072,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:47:51.208352089,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:47:06.323826075,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:43:39.029536963,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:48:54.425239086,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:47.754059076,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:59.725650072,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:42:04.779927969,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:42:36.313056946,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:49:40.644762039,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:48:25.291677952,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:50:08.125247955,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:45.907582045,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:51:02.230181932,2011-08-18,13
96.63.245.54,147.32.84.59,-29866,19181,UDP,42,2011-08-18 13:47:13.709886074,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:51:53.551372051,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:48.280328989,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:47:29.342617989,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:51:44.062346935,2011-08-18,13
24.70.55.162,147.32.84.59,-27789,-22449,UDP,42,2011-08-18 13:49:11.114337921,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:51:22.488157034,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:48:17.663767099,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:47:36.478555918,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:52:51.031585931,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:11.919816017,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:53:23.151794910,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:47.598041058,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:52:17.108792067,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:31.578603029,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:40:49.892734051,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:49:24.570915937,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:42:00.864198923,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:53:06.616192102,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:48:54.895612001,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:52:17.922645092,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:47.374437094,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:47:06.193753958,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:00.709563971,2011-08-18,13
24.70.55.162,147.32.84.59,-27789,-22449,UDP,42,2011-08-18 13:41:45.796370983,2011-08-18,13
96.63.245.54,147.32.84.59,-29866,19181,UDP,42,2011-08-18 13:48:39.299879074,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:15.811247110,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:52:58.008117914,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:14.495570898,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:52:07.787703037,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:51:50.044236898,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:44:35.012449980,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:06.306535959,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:48:47.391796112,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:12.716527939,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:52:50.002919912,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:51:41.245212078,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:01.946372986,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:52:43.527055025,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:53:01.953933954,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:42:38.171439886,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:47:05.508531093,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:49:23.502160072,2011-08-18,13
74.63.47.82,147.32.84.59,80,-15486,TCP,54,2011-08-18 13:45:57.545010090,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:43:45.669224977,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:53:18.251261950,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:48:39.006447077,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:23.531755924,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:45:29.485639095,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:49:12.698246002,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:55.343523979,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:41:19.678734064,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:52:05.449557066,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:46:49.181133032,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:48:53.847419024,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:33.528667927,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:47:06.551837921,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:51:54.339340925,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:49:33.239270926,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:36.438113928,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:30.968951941,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:47:00.974724054,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:43:48.712265015,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:49.029129028,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:39.407248974,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:42:28.147488117,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:51:02.782399893,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:41:10.524195910,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:11.787869930,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:01.584435940,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:52:41.805428028,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:47.024940014,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:02.673660994,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:37.170567036,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:29.266446114,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:52:44.356646061,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:52:14.712155104,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:43.064101934,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:45:05.915030003,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:52:15.358046055,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:42.406523943,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:10.918844938,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:35.700704098,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:45:04.679128885,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:52:29.795156956,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:48:11.573589087,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:45:28.495487928,2011-08-18,13
